Name,Rating,Courses,Fees Range,Package,City
S.V. Polytechnic College,4.2,14 Courses,₹20 K,3.8,Bhopal
"Panache Academy, Goa",NULL,11 Courses,₹35 K - 37.5 L,₹3 - 4.2 LPA,Panjim
Indore Nursing College,NULL,6 Courses,₹1.8 L - 3.6 L,– / –,Indore
NEF College of Pharmacy,NULL,2 Courses,– / –,– / –,Guwahati
Shantabaa Medical College,4.6,1 Course,₹30.8 L,5.0,Amreli
NPR College of Engineering and Technology,3.7,11 Courses,₹35 K - 2 L,₹3.24 LPA,Dindigul
AVS Ayurveda Mahavidyalaya,NULL,3 Courses,₹2.7 L - 3 L,– / –,Bijapur
Indoss Polytechnia for Women,NULL,2 Courses,₹2.5 K - 49.3 K,– / –,Delhi
Anandi Shikshan Prasark Mandal Ayurvedic College,NULL,1 Course,₹7.3 L,– / –,Kolhapur
"Sangamner Nagarpalika Arts, D.J.Malpani Commerce and B.N.Sarda Science College",3.9,31 Courses,– / –,₹1.2 - 1.5 LPA,Ahmednagar
Ram-Eesh Group of Institutions,3.8,14 Courses,₹1 L - 2.8 L,3.3,Greater Noida
"IVS School of Design, Pitampura",4.4,23 Courses,– / –,4.0,Delhi
"Government Pharmacy College, Kangra",3.7,1 Course,– / –,3.0,Kangra
"National Institute of Electronics & Information Technology, Gorakhpur",NULL,73 Courses,₹1.1 K - 1.3 L,– / –,Gorakhpur
"Government Dental College, Kottayam",NULL,11 Courses,₹92 K - 1.6 L,– / –,Kottayam
St Xaviers College,NULL,4 Courses,– / –,– / –,Tezpur
Sai Group of Institutions,NULL,32 Courses,₹1.5 L - 3.4 L,– / –,Dehradun
J.B. Roy State Ayurvedic Medical College and Hospital,4.2,1 Course,₹29.7 K,4.0,Kolkata
"Government Arts and Science College, Nadapuram",4.0,5 Courses,₹3.1 K,1.0,Kozhikode
"IIHM Kolkata - International Institute of Hotel Management,Kolkata",4.4,2 Courses,₹5.9 L,4.6,Kolkata
Amrutvahini College of Pharmacy,NULL,4 Courses,₹1.9 L - 4.8 L,₹1.65 - 2.04 LPA,Ahmednagar
"Polytechnic in Agriculture- Vyara, Navsari Agricultural University",NULL,1 Course,– / –,– / –,Gujarat - Other
"Apollo School of Nursing, Hyderabad",NULL,8 Courses,– / –,– / –,Hyderabad
"Himalayan Group of Professional Institutions, Sirmour",3.5,23 Courses,₹73 K - 3.3 L,₹1.52 - 2.5 LPA,Sirmour
"Sadabai Raisoni Women's College, Nagpur",3.4,7 Courses,₹90 K - 1.2 L,3.1,Nagpur
"Apollo Hospitals Educational and Research Foundation, Indraprastha Apollo Hospital, New Delhi",NULL,4 Courses,₹2.3 L,– / –,Delhi
Max Healthcare Institute,NULL,79 Courses,₹2 K - 60 L,₹3.5 - 20 LPA,Delhi
V. R. Law College,4.0,2 Courses,₹39 K,4.0,Nellore
"College of Veterinary Science- Bollikunta, P.V. Narsimha Rao Telangana Veterinary University",4.6,2 Courses,– / –,4.0,Warangal
Dr. APJ Abdul Kalam Women’s Institute of Technology,NULL,4 Courses,₹1.7 L,– / –,Darbhanga
Bijoy Krishna Girls College,3.8,37 Courses,₹2.1 K - 27.4 K,₹1.71 - 2.47 LPA,Howrah
"MGM Institute of Nursing, Aurangabad",NULL,6 Courses,– / –,– / –,Aurangabad
"Law College, Mumbai",NULL,2 Courses,– / –,– / –,Mumbai
Agra Public Pharmacy College,NULL,2 Courses,₹1 L - 2.8 L,– / –,Agra
Indian Aviation Academy,NULL,7 Courses,– / –,– / –,Mumbai
Maharishi Dayanand Institute of Nursing,NULL,5 Courses,₹1.3 L - 2.6 L,– / –,Hisar
K. P. Training College,NULL,1 Course,– / –,– / –,Allahabad
Prince Shri Venkateshwara Padmavathy Engineering College,3.6,8 Courses,₹35 K - 2 L,₹6.25 - 6.5 LPA,Chennai
"St. Joseph College of Engineering, Sriperumbudur",3.6,9 Courses,₹35 K - 2 L,3.0,Chennai
Warangal Institute of Technology Science,3.0,15 Courses,₹44.7 K - 1.8 L,3.0,Warangal
U.C. College,4.2,36 Courses,₹2.3 L,2.0,Ernakulum
MMM College of Nursing,NULL,7 Courses,– / –,– / –,Chennai
"University College of Engineering, Thodupuzha",4.0,11 Courses,₹90 K - 1.4 L,2.9,Idukki
Prof Brijmohan Mishra Institute of Medical and Technical Sciences,4.2,20 Courses,₹25 K - 3 L,4.3,Burhanpur
Quadra Institute of Medical Sciences,2.8,5 Courses,– / –,1.0,Roorkee
Max Institute of Health Education and Research College of Nursing,NULL,1 Course,– / –,– / –,Greater Noida
"Jagannath Institute of Management Sciences, Noida",4.2,4 Courses,₹1.9 L - 2.7 L,4.0,Noida
National Institute of Business Management,NULL,3 Courses,₹6.5 K - 14.7 K,– / –,Chennai
"College of Engineering and Technology (Degree), Abhinav Education Society",2.0,5 Courses,₹51.4 K - 68.5 K,1.0,Satara
St Joseph’s College of Arts and Science for Women,3.0,19 Courses,₹4 K,3.0,Hosur
K.A College,NULL,6 Courses,– / –,– / –,Kasganj
Priyadarshini Lokmanya Tilak Institute of Management Studies and Research (PLTIMSR),3.9,1 Course,₹1.6 L,3.0,Nagpur
"Sarhad College of Arts, Commerce and Science",4.1,10 Courses,₹50 K,4.0,Pune
"Government Commerce College, Nikol",4.9,2 Courses,– / –,4.5,Ahmedabad
"MIT School of Distance Education, Shivaji Nagar",NULL,4 Courses,₹27 K - 44 K,– / –,Pune
Quli Qutub Shah Government Polytechnic College,3.2,7 Courses,₹6 K,2.1,Hyderabad
J.D.Women’s College (JDWC),3.6,38 Courses,₹15 K - 9.8 L,2.8,Patna
"Department of Business Administration and Management, Sant Gadge Baba Amravati University",3.9,1 Course,₹33 K,₹1.05 LPA,Amravati
"Bhagwan Arihant Institute Of Technology, Bhagwan Mahavir University",4.0,5 Courses,₹2.7 L,3.8,Surat
Sri Venkateswara Ayurvedic College,NULL,7 Courses,₹59.5 K,– / –,Tirupati
Maa Kaushilya School of Nursing,NULL,4 Courses,– / –,– / –,Azamgarh
"IIMT Studies- International Institute of Management and Technical Studies, Patna",NULL,77 Courses,₹70.7 K - 90.7 K,– / –,Patna
Yashwantrao Bhonsale College of Pharmacy,4.2,3 Courses,₹12 K - 4 L,₹2.16 LPA,Sawantwadi
Shri Chinai College of Commerce and Economics,3.7,5 Courses,₹11.9 K - 49.5 K,3.0,Mumbai
Gogate Jogalekar College,3.8,12 Courses,– / –,₹0.5 LPA,Ratnagiri
Shri K R Pandav Ayurved College and Hospital,4.0,1 Course,₹7.4 L,4.0,Nagpur
"Rajiv Gandhi Degree College, Andhra Pradesh",3.6,22 Courses,₹22.2 K - 81 K,3.3,Andhra Pradesh - Other
"Institute of Hotel Management Catering Technology & Applied Nutrition, Srinagar",3.9,11 Courses,– / –,2.7,Srinagar
Fr. C. Rodrigues Institute of management Studies,4.4,2 Courses,₹3.6 L - 4.4 L,4.0,Navi Mumbai
"College of Agriculture, Indore - Rajmata Vijayaraje Scindia Krishi Vishwavidyalaya",3.7,14 Courses,– / –,2.5,Indore
"School of Nursing, ITM University, Gwalior",4.1,3 Courses,₹1.7 L - 9.6 L,₹10.5 - 10.7 LPA,Gwalior
"Amardeep Singh Shergill Memorial College, GNDU",NULL,25 Courses,₹16 K - 2.5 L,₹4.25 - 6.35 LPA,Nawanshahar
Roland Institute of Pharmaceutical Sciences,4.3,7 Courses,₹1.1 L - 3.5 L,₹1.44 - 2.04 LPA,Berhampur
C U Shah Commerce College,3.8,3 Courses,– / –,3.7,Ahmedabad
Amar Singh College Lakhaoti Bulandshahr,4.8,5 Courses,– / –,5.0,Bulandshahr
"Institute of Commerce, Nirma University",4.8,1 Course,₹4.5 L,₹3 LPA,Ahmedabad
Dhanvantari Ayurveda College Hospital and Research Center,NULL,2 Courses,₹2.7 L - 3 L,– / –,Karnataka - Other
Mangalore Marine College and Technology,1.9,4 Courses,– / –,1.3,Mangalore
Mangalam College of Engineering - MCE,3.6,21 Courses,₹67.5 K - 6 L,₹2.1 - 2.25 LPA,Kottayam
UPES - Knowledge Acres Campus,4.5,24 Courses,₹3.4 L - 60.8 L,₹4.2 - 6 LPA,Dehradun
Gurudas College,3.8,40 Courses,₹7.4 K - 61.2 K,3.0,Kolkata
Ananta Institute of Medical Sciences and Research Centre,3.9,17 Courses,₹36 L - 81 L,4.0,Rajsamand
Satara College of Pharmacy,3.4,5 Courses,₹1.5 L - 2.8 L,3.0,Satara
Golaghat Engineering College,3.7,3 Courses,– / –,3.5,Assam - Other
Techno Institute of Higher Studies,3.8,10 Courses,₹66 K - 1.8 L,3.1,Lucknow
Shree Swaminarayan B.Sc. College,NULL,4 Courses,– / –,– / –,Gandhinagar
Misrimal Navajee Munoth Jain Engineering College,3.7,13 Courses,₹35 K - 2 L,3.6,Chennai
Akshaya College of Engineering and Technology,3.7,10 Courses,₹50 K - 2 L,₹2.4 LPA,Coimbatore
"Indira Gandhi Government Dental College and Hospital, Jammu",NULL,8 Courses,₹75 K - 1.4 L,– / –,Jammu
"Institute of Environment Education and Research, Bharati Vidyapeeth",4.1,5 Courses,₹2.3 L - 2.5 L,₹6.45 LPA,Pune
"INIFD Ghatkopar - International Institute of Fashion Design, Ghatkopar",5.0,24 Courses,– / –,5.0,Mumbai
Kalpataru Institute of Technology - KIT TIPTUR,3.8,10 Courses,₹1.2 L - 3.6 L,3.5,Tumkur
"SSR College of Arts, Commerce and Science",3.8,9 Courses,– / –,3.0,Silvassa
"Government Polytechnic College, Amravati",4.0,11 Courses,₹12 K - 18 K,3.4,Amravati
Loyola College of Social Sciences,3.5,4 Courses,– / –,₹1.86 LPA,Thiruvananthapuram
Institute of Sports Science and Technology,4.4,24 Courses,₹6 K - 5.1 L,3.0,Pune
Sri Jayadev College of Pharmaceutical Sciences,4.0,7 Courses,₹2.5 L - 2.9 L,3.3,Bhubaneswar
KMCT College of Nursing,NULL,3 Courses,– / –,– / –,Kozhikode
Adv Bhagwan Keni Charitable Trust Jai Bhagwan College of Law,NULL,3 Courses,– / –,– / –,Thane
SMEF’S BRICK Group of Institutes,3.8,3 Courses,₹85 K - 6.2 L,3.0,Pune
East West College of Pharmacy,4.1,9 Courses,₹1.1 L - 4 L,4.0,Bangalore
"Department of Journalism, Madras Christian College",4.5,1 Course,₹56.2 K,₹3.25 LPA,Chennai
R.R. College,3.4,12 Courses,– / –,2.5,Alwar
St. Edmund's College,4.2,4 Courses,– / –,₹1.8 LPA,Meghalaya - Other
"School of Distance Education, Bharati Vidyapeeth University - Proactive Education, Kothrud",NULL,7 Courses,₹30.3 K - 60.5 K,– / –,Pune
"College of Arts and Crafts, Patna University",1.5,4 Courses,₹960,₹3.5 LPA,Patna
RVS Kumaran Arts and Science College,3.4,28 Courses,₹1.6 L,3.0,Dindigul
"Yashwantrao Mohite Institute of Management, Bharati Vidyapeeth",3.9,4 Courses,₹63 K - 1.7 L,₹4.1 - 6.45 LPA,Malkapur
Krishnadevaraya College of Dental Sciences and Hospital,NULL,10 Courses,₹3.8 L - 11.2 L,₹5 - 19.35 LPA,Bangalore
"Institute of Management and Information Technology, Biju Patnaik University of Technology",3.8,7 Courses,₹65.2 K - 97.8 K,3.2,Cuttack
Aditya Ayurved College,NULL,1 Course,₹12.6 L,– / –,Beed
Sahayog Educational Campus Indira College of Pharmacy,4.3,7 Courses,₹1.7 L - 5.6 L,4.3,Nanded
Vignana Sudha Degree College,4.6,7 Courses,₹48 K - 90 K,4.5,Chittoor
"Unitedworld School of Liberal Arts and Mass Communication, Karnavati University",4.4,9 Courses,₹8 L,4.0,Ahmedabad
Naval Institute of Aeronautical Technology,NULL,9 Courses,₹22 K,– / –,Kochi
Royal College of Engineering and Technology,3.5,15 Courses,₹45 K - 2 L,3.2,Kerala - Other
CSI College of Engineering (CSICE),3.3,12 Courses,₹50 K - 2.7 L,2.8,Ooty
St. Peter's Institute of Higher Education and Research,3.2,59 Courses,₹52.8 K - 5 L,₹2 - 3.2 LPA,Chennai
Chadalawada Ramanamma Engineering College,3.7,18 Courses,₹71.4 K - 2.1 L,3.3,Tirupati
MET's Institute of Management,3.8,1 Course,– / –,3.0,Nashik
Panimalar Medical College Hospital and Research Institute,NULL,1 Course,₹1.1 Cr,– / –,Chennai
"National Institute of Electronics & Information Technology, Srinagar",4.2,103 Courses,₹200 - 25 K,4.0,Srinagar
"Tech Mahindra SMART Academy for Healthcare, Delhi",4.2,14 Courses,₹7.7 K - 1 L,3.0,Delhi
DEI Technical College,4.3,15 Courses,₹4.2 K - 25.2 K,₹3 - 3.25 LPA,Agra
"School of Modern Media, UPES",3.7,8 Courses,₹3.9 L - 60.8 L,₹2.75 - 6.5 LPA,Dehradun
Faculty of Veterinary Sciences & Animal Husbandry,4.6,21 Courses,₹16 K - 18 K,₹6.2 LPA,Ganderbal
"Bharat Ratna Late Shri Atal Bihari Vajpayee Memorial Govt Medical College, Rajnandgaon",4.6,5 Courses,₹2.1 L,5.0,Chhattisgarh - Other
Banas Medical College and Research Institute,4.2,1 Course,₹34.4 L,4.3,Palanpur
YES Education,NULL,30 Courses,₹8 K - 2.8 L,– / –,Mumbai
"Techno India, Hooghly",4.3,4 Courses,₹1 L - 2.2 L,4.0,Kolkata
B. S. Anangpuria Institute of Pharmacy,4.0,4 Courses,₹87 K - 3.1 L,₹1.9 LPA,Faridabad
"Government Ayurved College and Hospital, Bilaspur",3.6,1 Course,₹88.9 K,5.0,Bilaspur(CG)
Dumka Medical College,4.8,1 Course,– / –,5.0,Dumka
Trident Academy of Creative Technology,3.6,4 Courses,₹2 L,3.1,Bhubaneswar
Academy of Higher Education,NULL,4 Courses,₹8 K - 12.5 K,– / –,Mumbai
"Global College of Nursing, Marthandam",NULL,22 Courses,– / –,– / –,Kanyakumari
"Centre for Development of Advanced Computing (C-DAC), Mohali",NULL,55 Courses,₹6.4 K - 2.2 L,– / –,Mohali
Padre Conceicao College of Engineering,3.4,7 Courses,₹2.8 L - 5.8 L,₹3.8 - 4.5 LPA,Goa - Other
CPMS College of Nursing,NULL,9 Courses,– / –,– / –,Guwahati
Rayat-Bahra University [RBU] powered by Sunstone,4.2,17 Courses,₹2.1 L - 5 L,3.0,Mohali
Pooja Nursing College,NULL,4 Courses,– / –,– / –,Bhandara
Kelappaji College of Agricultural Engineering and Technology,3.6,2 Courses,₹60 K - 2.1 L,2.8,Kerala - Other
AAFT University of Media And Arts,NULL,50 Courses,₹65 K - 3.8 L,– / –,Raipur
Ali Yavar Jung National Institute of Speech and Hearing Disabilities,3.9,19 Courses,– / –,3.7,Mumbai
R.N.G. Patel Institute of Technology,4.1,9 Courses,₹1.1 L - 2.6 L,3.6,Surat
K.B. Raval College of Pharmacy,NULL,6 Courses,₹75 K - 3.1 L,– / –,Gandhinagar
Basaveswara Medical College and Hospital,NULL,21 Courses,₹3.1 L - 34.5 L,– / –,Chitradurga
"College of Agriculture - KVK,University of Agricultural Sciences",NULL,1 Course,– / –,₹5 LPA,Chamarajanagar
"College of Agriculture, Wayanad- Kerala Agricultural University",4.3,1 Course,₹71.9 K,3.5,Wayanad
Union Christian College,4.3,29 Courses,₹1.1 L - 1.3 L,₹1.75 - 2.65 LPA,Kerala - Other
B. P. Mandal College of Engineering,4.2,6 Courses,₹80 K,3.6,Madhepura
Jyoti College of Management Science and Technology,NULL,11 Courses,₹1.3 L,– / –,Bareilly
PISM powered by Sunstone,NULL,34 Courses,₹2.4 L - 3.5 L,– / –,Bangalore
"INSD Mumbai, Mulund",NULL,13 Courses,– / –,– / –,Mumbai
"Thoothukudi Medical College, Thoothukudi",4.2,12 Courses,₹61.2 K - 1.2 L,4.2,Thoothukudi
Shri Balaji Institute of Medical Science,NULL,1 Course,– / –,– / –,Raipur
Northpoint Centre of Learning,4.9,5 Courses,₹6.1 L - 8.1 L,5.0,Mumbai
Madhyanchal Professional University,3.5,54 Courses,₹28.1 K - 2.8 L,2.5,Bhopal
"JD School of Design, Goa",NULL,24 Courses,– / –,– / –,Panaji
"Government Arts College, Udumalpet",NULL,55 Courses,₹7.7 K,– / –,Tirupur
"Inter National Institute of Fashion Design, South Mumbai",NULL,15 Courses,₹1.9 L - 5.7 L,₹1.2 LPA,Mumbai
"Government Hamidia Arts and Commerce College, Bhopal",4.2,18 Courses,₹1.9 K - 2.8 K,3.8,Bhopal
"Goverment Medical College, Mahabubabad",NULL,1 Course,₹1.4 L,– / –,Telangana-Other
College of Agribusiness Management,4.5,2 Courses,₹41.4 K - 3 L,₹5.5 LPA,Uttarakhand - Other
Lords Universal College,4.2,8 Courses,– / –,3.9,Mumbai
Presidency College,NULL,1 Course,– / –,– / –,Meerut
Rayat Shikshan Sanstha's Karmaveer Bhaurao Patil College,3.4,23 Courses,₹22.1 K - 78 K,₹1.18 - 1.53 LPA,Mumbai
"Department of Communication, University of Hyderabad",NULL,2 Courses,₹15.8 K,₹6.75 LPA,Hyderabad
Krishna College of Agriculture and Technology,NULL,1 Course,₹2 L,– / –,Madurai
Vivekananda Institute of Advanced Studies,NULL,11 Courses,₹30 K - 2.1 L,– / –,Kolkata
"Academy of Applied Arts, South Delhi",NULL,18 Courses,₹65 K - 2.5 L,– / –,Delhi
International Business College (IBC) powered by Sunstone,NULL,22 Courses,₹3.1 L,– / –,Patna
Satyug Darshan Institute of  Engineering and Technology,3.6,8 Courses,₹1.3 L - 4.8 L,3.1,Faridabad
Gaur Brahman Ayurvedic College,3.2,1 Course,₹3 L,2.0,Rohtak
"GITAM School of Architecture, Hyderabad",NULL,1 Course,₹16 L,₹1.8 LPA,Hyderabad
Narayana Hrudayalaya_Paramedical,3.4,17 Courses,– / –,4.0,Bangalore
Abhinav Bindra Sports Medicine and Research Institute,NULL,5 Courses,₹3.3 L - 5.7 L,– / –,Bhubaneswar
Acharya's NRV School of Architecture,4.3,1 Course,₹4.2 L,₹3 LPA,Bangalore
Ramgarh Engineering College,3.4,5 Courses,– / –,3.0,Ramgarh
"Thiruvarur Government Medical College, Thiruvarur",4.6,8 Courses,₹67.6 K,5.0,Thiruvarur
"Government Polytechnic College, Jalgaon",3.9,7 Courses,₹12 K - 18 K,3.5,Jalgaon
Laxmichand Golwala College of Commerce & Economics,2.7,12 Courses,₹21.7 K - 51.9 K,1.5,Mumbai
Umesh Chandra College,3.8,2 Courses,– / –,3.3,Kolkata
Mahatma Gandhi Institute of Pharmacy,4.7,5 Courses,₹1 L - 2.8 L,4.5,Lucknow
P. G. Institute of Medical Sciences,2.7,8 Courses,₹3.5 L,2.5,Midnapore
Kadi Sarva Vishwavidyalaya,4.0,4 Courses,₹83 K - 1.6 L,3.8,Gandhinagar
"College of Agriculture, Dhule - MPKV - Mahatma Phule Krishi Vidyapeeth",4.0,3 Courses,– / –,3.2,Dhule
Sivanath Sastri College,3.7,12 Courses,₹19.7 K - 21.9 K,3.4,Kolkata
Pandit Raghunath Murmu Medical College And Hospital,4.4,1 Course,₹1.2 L,4.9,Baripada
Mount Zion Medical College,4.6,5 Courses,₹31 L,4.5,Pathanamthitta
Anand Law College,3.5,8 Courses,₹21 K - 1.3 L,2.5,Anand
V.S.B. College Of Engineering Technical Campus,4.1,8 Courses,₹2 L,₹3.26 LPA,Coimbatore
Vector Institute,4.6,24 Courses,₹39.1 K,4.5,Hyderabad
Pragnya Group of Institutes,NULL,10 Courses,₹20 K - 90 K,– / –,Pune
JDT Islam College of Pharmacy,NULL,3 Courses,₹80 K - 3.9 L,– / –,Kozhikode
Sri Sukhmani Dental College,5.0,1 Course,₹6.6 L,5.0,Mohali
"VLCC Institute of Beauty and Nutrition, Bangalore",NULL,4 Courses,₹6.1 K,– / –,Bangalore
"College of Nursing, P.D. Hinduja National Hospital and Medical Research Centre",5.0,10 Courses,₹2.2 L - 3.7 L,5.0,Mumbai
R.R. College of Nursing,NULL,5 Courses,– / –,– / –,Gurgaon
Government Ramnarayan Chellaram College of Commerce and Management,4.1,7 Courses,₹56.9 K,₹1.65 - 2.65 LPA,Bangalore
"DAV PG College, Bulandshahr",3.4,20 Courses,₹2.6 K - 26 K,2.0,Bulandshahr
Maruthu Pandiyar College,NULL,48 Courses,₹6 K - 72 K,– / –,Thanjavur
Shree HK Commerce College,4.1,4 Courses,– / –,3.4,Ahmedabad
"Vasantrao Naik College of Agriculture Bio-technology, Yavatmal - Dr Panjabrao Deshmukh Krishi Vidyapeeth",NULL,2 Courses,– / –,– / –,Yavatmal
Shaheed Bhagat Singh College of Management and Technology (SBSCMT),NULL,11 Courses,₹21.1 K - 1.1 L,– / –,Faridabad
Prakash Institute of Ayurvedic Medical Sciences and Research,NULL,1 Course,₹9.2 L,– / –,Bulandshahr
Indian Institute Of Handloom Technology,4.0,3 Courses,₹2 L,3.7,Salem
"Rungta Engineering College, Raipur",3.8,13 Courses,₹64.8 K - 3.1 L,₹3.32 LPA,Raipur
"Arulmigu Meenakshi College of Nursing, MAHER",NULL,1 Course,₹7.4 L,₹3.75 LPA,Kanchipuram
Pratiksha Institute of Pharmaceutical Sciences,5.0,2 Courses,₹2.4 L - 5.2 L,5.0,Guwahati
Bhagwati Institute of Technology & Science powered by Sunstone,4.0,2 Courses,₹2 L - 4 L,3.0,Ghaziabad
"G H Raisoni School of Business Management, Nagpur",1.7,1 Course,₹1.8 L,2.0,Nagpur
Stephens Institute of Paramedical Sciences,NULL,10 Courses,₹1.5 L,– / –,Jammu
BIT Institute of Technology,3.7,13 Courses,₹70 K - 2 L,3.4,Anantapur
St. Xavier's College of Management and Technology,4.1,6 Courses,₹1.8 L - 2.3 L,3.4,Patna
St. Teresas Institute Of Education,NULL,1 Course,₹27.8 K,– / –,Mumbai
Government College of Fine Arts,NULL,11 Courses,– / –,– / –,Chennai
Satyajit Ray Film and Television Institute,5.0,6 Courses,₹1.8 L,5.0,Kolkata
IIBM - Indian Institute of Business Management,3.0,2 Courses,₹80 K - 2.8 L,2.9,Patna
S.N.D. College of Nursing,NULL,2 Courses,₹1.4 L - 3.4 L,– / –,Nashik
ACE College of Engineering,3.9,6 Courses,₹2 L,3.6,Thiruvananthapuram
"Government Engineering College, Haveri",3.4,4 Courses,₹1.4 L,₹2.2 LPA,Haveri
"College of Dairy Technology, Udgir",NULL,1 Course,– / –,– / –,Latur
Jannayak Karpoori Thakur Medical College and Hospital,4.2,1 Course,₹2.9 L,4.0,Madhepura
Smt. Velagapudi Durgamba Siddhartha Law College,3.4,4 Courses,₹39 K,2.0,Vijayawada
"Guru Nanak Dev Polytechnic College,Delhi",3.8,9 Courses,– / –,3.2,Delhi
Vimal Jyoti Engineering College - VJEC,3.7,17 Courses,₹1.8 L - 3 L,₹2.49 - 3.24 LPA,Kannur
"Parsons School of Design, Online Executive Programs (Talentedge)",NULL,1 Course,₹65 K,– / –,Ahmedabad
Silchar College of Education,NULL,1 Course,– / –,– / –,Silchar
Inspire Academy,NULL,16 Courses,– / –,– / –,Mumbai
"New Government Polytechnic College, Patna",4.4,6 Courses,– / –,4.1,Patna
Idyllic Institute of Management,3.8,14 Courses,₹40 K - 3.8 L,2.8,Indore
"P.D. Patel Institute of Applied Sciences, Charotar University of Science and Technology",4.7,10 Courses,₹80 K - 1.4 L,₹2.23 LPA,Anand
Oriental College of Education,3.7,1 Course,₹1.3 L,3.0,Navi Mumbai
Indian School of Media,4.9,12 Courses,₹40 K - 50 K,4.9,Mumbai
Pandu College,4.0,31 Courses,– / –,3.4,Guwahati
Max SkillFirst,2.2,4 Courses,₹96 K,1.0,Delhi
Indian Institute of Public Health - Delhi,4.1,10 Courses,₹36 K - 10 L,4.0,Gurgaon
"S.D.M.Ayurveda College, Udupi",NULL,14 Courses,₹2.7 L - 15 L,– / –,Udupi
